timestamp,iv_1W,iv_1M,iv_2M,iv_3M,iv_6M,iv_1Y,atm_iv,skew_25d,skew_10d
2023-06-02,0.148496,0.144592,0.147377,0.150926,0.146105,0.155968,0.144592,-0.041876,-0.061457
2023-06-05,0.146645,0.152872,0.15064,0.142856,0.147745,0.152212,0.152872,-0.046021,-0.065195
2023-06-06,0.138189,0.144232,0.1468,0.148923,0.145768,0.150477,0.144232,-0.049227,-0.064064
2023-06-07,0.143732,0.139503,0.148594,0.145881,0.14218,0.147668,0.139503,-0.039348,-0.061418
2023-06-08,0.141191,0.145202,0.140157,0.147675,0.153052,0.146633,0.145202,-0.042436,-0.061856
2023-06-09,0.157137,0.158442,0.158093,0.163037,0.15821,0.157896,0.158442,-0.038081,-0.079836
2023-06-12,0.150148,0.150883,0.150054,0.154427,0.147967,0.153385,0.150883,-0.047067,-0.071479
2023-06-13,0.137319,0.143111,0.146291,0.145087,0.141657,0.152281,0.143111,-0.038595,-0.083065
2023-06-14,0.146069,0.138067,0.134977,0.139346,0.140619,0.136276,0.138067,-0.046479,-0.087811
2023-06-15,0.138388,0.141759,0.140539,0.140594,0.146335,0.145798,0.141759,-0.030377,-0.079911
2023-06-16,0.140964,0.141243,0.142511,0.14326,0.144573,0.146573,0.141243,-0.037449,-0.061026
2023-06-19,0.138249,0.139232,0.144021,0.139837,0.142038,0.139988,0.139232,-0.047394,-0.086438
2023-06-20,0.129352,0.132038,0.129955,0.135671,0.124246,0.129214,0.132038,-0.043937,-0.073921
2023-06-21,0.116379,0.118884,0.118773,0.119881,0.123416,0.124984,0.118884,-0.04996,-0.081688
2023-06-22,0.117361,0.114307,0.124432,0.118894,0.120757,0.120415,0.114307,-0.040458,-0.063253
2023-06-23,0.131058,0.128615,0.122196,0.126764,0.130993,0.131403,0.128615,-0.033798,-0.08738
2023-06-26,0.12959,0.131233,0.133301,0.13445,0.131567,0.133191,0.131233,-0.038167,-0.08663
2023-06-27,0.143333,0.147194,0.142942,0.147266,0.149612,0.14642,0.147194,-0.030121,-0.070892
2023-06-28,0.142457,0.142603,0.148078,0.144585,0.145003,0.1496,0.142603,-0.030113,-0.073076
2023-06-29,0.148653,0.151747,0.150467,0.155091,0.152337,0.147846,0.151747,-0.038865,-0.066769
2023-06-30,0.150354,0.151979,0.150813,0.148772,0.147292,0.150999,0.151979,-0.033242,-0.084043
2023-07-03,0.132063,0.135927,0.133747,0.138836,0.133137,0.135762,0.135927,-0.039259,-0.0773
2023-07-04,0.137217,0.138786,0.144529,0.14816,0.146461,0.146618,0.138786,-0.049368,-0.068034
2023-07-05,0.149294,0.149311,0.15002,0.151623,0.14249,0.144127,0.149311,-0.049339,-0.07174
2023-07-06,0.16058,0.158263,0.16737,0.162031,0.163489,0.165952,0.158263,-0.039449,-0.063942
2023-07-07,0.167493,0.16357,0.167339,0.163803,0.166401,0.170226,0.16357,-0.040738,-0.084877
2023-07-10,0.167465,0.170584,0.164319,0.17102,0.165834,0.1666,0.170584,-0.045724,-0.082407
2023-07-11,0.169294,0.173243,0.173168,0.172271,0.169721,0.16877,0.173243,-0.049471,-0.069894
2023-07-12,0.157587,0.156889,0.163659,0.162794,0.161112,0.159902,0.156889,-0.036875,-0.072762
2023-07-13,0.167903,0.16552,0.16568,0.175153,0.164021,0.170178,0.16552,-0.043443,-0.064753
2023-07-14,0.161439,0.169092,0.16469,0.170941,0.170117,0.163483,0.169092,-0.036616,-0.063232
2023-07-17,0.150751,0.158175,0.159724,0.153264,0.158675,0.155608,0.158175,-0.037833,-0.0651
2023-07-18,0.142064,0.134783,0.140263,0.139838,0.144693,0.145037,0.134783,-0.049447,-0.087704
2023-07-19,0.136931,0.134643,0.138493,0.136942,0.137074,0.132567,0.134643,-0.039192,-0.087631
2023-07-20,0.139526,0.146473,0.144044,0.140218,0.149721,0.14589,0.146473,-0.038337,-0.080044
2023-07-21,0.145397,0.145867,0.145069,0.140502,0.144359,0.147728,0.145867,-0.044908,-0.082718
2023-07-24,0.139654,0.140718,0.143451,0.13676,0.141536,0.142922,0.140718,-0.034068,-0.075277
2023-07-25,0.147146,0.147289,0.149457,0.15107,0.151075,0.153339,0.147289,-0.048471,-0.076055
2023-07-26,0.145211,0.149661,0.15534,0.14863,0.153826,0.150229,0.149661,-0.03075,-0.063445
2023-07-27,0.156618,0.156678,0.150367,0.149686,0.148295,0.15423,0.156678,-0.045475,-0.087895
2023-07-28,0.142123,0.138959,0.145678,0.147464,0.142357,0.142062,0.138959,-0.040455,-0.087013
2023-07-31,0.137869,0.139235,0.138983,0.136541,0.138221,0.141751,0.139235,-0.043516,-0.065409
2023-08-01,0.143748,0.147198,0.143156,0.141493,0.144015,0.151264,0.147198,-0.039428,-0.076845
2023-08-02,0.137916,0.142417,0.144844,0.142017,0.141762,0.145442,0.142417,-0.031357,-0.081419
2023-08-03,0.143873,0.148086,0.145315,0.146987,0.14739,0.151231,0.148086,-0.036518,-0.080512
2023-08-04,0.14762,0.149207,0.150605,0.156484,0.154194,0.15738,0.149207,-0.041907,-0.072119
2023-08-07,0.164317,0.161414,0.169861,0.163095,0.162819,0.167632,0.161414,-0.036585,-0.061871
2023-08-08,0.160282,0.163914,0.157837,0.154757,0.161735,0.15932,0.163914,-0.045602,-0.078429
2023-08-09,0.158029,0.156547,0.154204,0.159404,0.159637,0.159223,0.156547,-0.035463,-0.08798
2023-08-10,0.155416,0.159138,0.153584,0.157776,0.16226,0.158631,0.159138,-0.043098,-0.082971
2023-08-11,0.160892,0.16852,0.157348,0.157664,0.160975,0.157304,0.16852,-0.038214,-0.066833
2023-08-14,0.161243,0.155616,0.159884,0.158628,0.161079,0.163945,0.155616,-0.043416,-0.076371
2023-08-15,0.159916,0.157975,0.158926,0.157055,0.160076,0.15891,0.157975,-0.032397,-0.07131
2023-08-16,0.164243,0.153437,0.158634,0.153245,0.163597,0.164837,0.153437,-0.049698,-0.080999
2023-08-17,0.167007,0.165814,0.163985,0.167984,0.171018,0.169821,0.165814,-0.040246,-0.085897
2023-08-18,0.165717,0.167367,0.17282,0.164368,0.166368,0.169964,0.167367,-0.049686,-0.076277
2023-08-21,0.173482,0.171788,0.167491,0.1692,0.16916,0.173121,0.171788,-0.044474,-0.061071
2023-08-22,0.164254,0.170136,0.165211,0.166587,0.170413,0.170841,0.170136,-0.049101,-0.071255
2023-08-23,0.161447,0.16623,0.163466,0.159185,0.160286,0.16285,0.16623,-0.034178,-0.083096
2023-08-24,0.151772,0.155455,0.160413,0.156415,0.150691,0.165243,0.155455,-0.038067,-0.061983
2023-08-25,0.162573,0.16236,0.164765,0.162695,0.164664,0.160604,0.16236,-0.042143,-0.079793
2023-08-28,0.154162,0.153225,0.158705,0.158806,0.160184,0.162222,0.153225,-0.03287,-0.066592
2023-08-29,0.156456,0.15669,0.152,0.161063,0.153317,0.159143,0.15669,-0.037069,-0.073616
2023-08-30,0.168822,0.172374,0.173818,0.168655,0.168946,0.167189,0.172374,-0.03881,-0.066251
2023-08-31,0.169795,0.166558,0.170036,0.170612,0.172193,0.165462,0.166558,-0.045994,-0.080056
2023-09-01,0.175222,0.174168,0.169536,0.172662,0.171303,0.173431,0.174168,-0.049425,-0.072283
2023-09-04,0.187467,0.183271,0.189928,0.194115,0.187107,0.189526,0.183271,-0.043669,-0.066924
2023-09-05,0.187397,0.194864,0.196482,0.189797,0.187168,0.191925,0.194864,-0.047099,-0.086658
2023-09-06,0.198731,0.19584,0.199701,0.197583,0.20275,0.200647,0.19584,-0.033394,-0.086032
2023-09-07,0.192907,0.193358,0.199257,0.198354,0.192339,0.195651,0.193358,-0.042186,-0.063709
2023-09-08,0.181452,0.185982,0.18615,0.18506,0.182409,0.18692,0.185982,-0.033325,-0.070006
2023-09-11,0.17992,0.17793,0.182013,0.177063,0.177224,0.179494,0.17793,-0.046857,-0.072465
2023-09-12,0.173396,0.174054,0.172374,0.174168,0.174152,0.168565,0.174054,-0.031438,-0.062717
2023-09-13,0.173608,0.176455,0.173872,0.175887,0.176608,0.172477,0.176455,-0.038448,-0.078275
2023-09-14,0.180903,0.182308,0.182118,0.179585,0.175028,0.17971,0.182308,-0.049286,-0.066597
2023-09-15,0.176765,0.180814,0.176932,0.18078,0.1844,0.17579,0.180814,-0.046092,-0.06768
2023-09-18,0.174313,0.180539,0.172288,0.171231,0.170569,0.165586,0.180539,-0.047564,-0.086915
2023-09-19,0.15708,0.147496,0.153829,0.15494,0.150904,0.158723,0.147496,-0.040457,-0.06508
2023-09-20,0.153846,0.154025,0.150511,0.157676,0.159031,0.15808,0.154025,-0.039384,-0.068505
2023-09-21,0.144902,0.148897,0.154218,0.152211,0.148568,0.146673,0.148897,-0.035865,-0.068657
2023-09-22,0.152335,0.152717,0.152539,0.15367,0.151799,0.155804,0.152717,-0.045997,-0.061021
2023-09-25,0.165507,0.169453,0.164933,0.16593,0.171368,0.162021,0.169453,-0.044573,-0.066012
2023-09-26,0.16989,0.176551,0.173842,0.173296,0.173592,0.168215,0.176551,-0.032872,-0.063421
2023-09-27,0.180715,0.184219,0.181157,0.186052,0.186929,0.181326,0.184219,-0.040085,-0.066525
2023-09-28,0.206482,0.202368,0.206493,0.210797,0.200435,0.202878,0.202368,-0.030431,-0.064843
2023-09-29,0.193586,0.194096,0.197747,0.191931,0.189385,0.191992,0.194096,-0.049762,-0.072431
2023-10-02,0.195609,0.19363,0.192469,0.191687,0.195451,0.191019,0.19363,-0.030732,-0.074705
2023-10-03,0.182062,0.182084,0.183004,0.180946,0.178626,0.183517,0.182084,-0.049201,-0.089056
2023-10-04,0.168848,0.167076,0.168069,0.169107,0.167206,0.165986,0.167076,-0.046347,-0.060423
2023-10-05,0.1674,0.171031,0.170628,0.164503,0.166107,0.176586,0.171031,-0.045047,-0.062976
2023-10-06,0.150997,0.150279,0.151517,0.152409,0.15302,0.144614,0.150279,-0.046162,-0.074015
2023-10-09,0.127906,0.132042,0.128767,0.141104,0.134876,0.135496,0.132042,-0.046431,-0.070039
2023-10-10,0.125383,0.123984,0.1255,0.125162,0.129594,0.126091,0.123984,-0.04481,-0.067562
2023-10-11,0.122604,0.119205,0.118988,0.12082,0.116484,0.121179,0.119205,-0.034313,-0.069765
2023-10-12,0.102978,0.10868,0.103466,0.115579,0.106534,0.107061,0.10868,-0.047174,-0.070474
2023-10-13,0.110438,0.12008,0.110956,0.107291,0.114179,0.112976,0.12008,-0.046831,-0.077122
2023-10-16,0.114453,0.114575,0.115307,0.110246,0.114119,0.119076,0.114575,-0.036646,-0.065475
2023-10-17,0.107172,0.11461,0.110113,0.115718,0.116654,0.115406,0.11461,-0.043051,-0.089573
2023-10-18,0.124828,0.136728,0.128513,0.125636,0.132992,0.131236,0.136728,-0.040116,-0.060192
2023-10-19,0.1277,0.126587,0.133199,0.1373,0.133249,0.135741,0.126587,-0.048514,-0.072745
2023-10-20,0.11379,0.116221,0.121411,0.120785,0.120941,0.117246,0.116221,-0.049227,-0.078785
2023-10-23,0.120001,0.124449,0.125244,0.123358,0.12648,0.131165,0.124449,-0.040605,-0.079319
2023-10-24,0.125308,0.126719,0.128249,0.129179,0.127987,0.131548,0.126719,-0.042823,-0.062605
2023-10-25,0.131026,0.140171,0.140227,0.137384,0.139054,0.139986,0.140171,-0.04369,-0.061506
2023-10-26,0.12507,0.125678,0.125465,0.129788,0.134305,0.129961,0.125678,-0.049154,-0.077381
2023-10-27,0.121935,0.118169,0.122525,0.128002,0.125187,0.129915,0.118169,-0.041836,-0.072226
2023-10-30,0.107018,0.109173,0.114255,0.114678,0.109599,0.11693,0.109173,-0.037605,-0.072909
2023-10-31,0.093185,0.094109,0.097653,0.09405,0.099345,0.091258,0.094109,-0.033025,-0.087725
2023-11-01,0.070458,0.077658,0.079033,0.078821,0.077605,0.073163,0.077658,-0.043545,-0.072586
2023-11-02,0.075182,0.078099,0.086108,0.085263,0.081848,0.087171,0.078099,-0.048264,-0.075085
2023-11-03,0.06683,0.072442,0.072971,0.068858,0.075829,0.082509,0.072442,-0.03938,-0.065206
2023-11-06,0.092575,0.091047,0.095871,0.100802,0.097126,0.097545,0.091047,-0.047569,-0.063495
2023-11-07,0.100286,0.102971,0.100486,0.101688,0.106742,0.111899,0.102971,-0.036778,-0.084116
2023-11-08,0.106744,0.1128,0.110324,0.11648,0.112162,0.108205,0.1128,-0.04241,-0.061143
2023-11-09,0.1145,0.118382,0.112755,0.117204,0.116283,0.117201,0.118382,-0.034029,-0.080832
2023-11-10,0.109797,0.111125,0.110304,0.11139,0.11226,0.115671,0.111125,-0.044184,-0.067727
2023-11-13,0.092984,0.09817,0.099678,0.096456,0.098047,0.102136,0.09817,-0.039227,-0.089642
2023-11-14,0.104968,0.106429,0.103033,0.104253,0.108533,0.108044,0.106429,-0.037338,-0.080561
2023-11-15,0.098122,0.095025,0.099586,0.094721,0.099706,0.104932,0.095025,-0.048711,-0.071514
2023-11-16,0.08673,0.093448,0.100086,0.09078,0.094707,0.098989,0.093448,-0.031429,-0.087506
2023-11-17,0.09378,0.091178,0.095472,0.094863,0.094009,0.097656,0.091178,-0.031933,-0.089654
2023-11-20,0.1004,0.107858,0.099317,0.100275,0.105687,0.101297,0.107858,-0.031354,-0.073335
2023-11-21,0.095539,0.099677,0.105768,0.103334,0.098426,0.101968,0.099677,-0.043934,-0.063906
2023-11-22,0.108109,0.115528,0.116506,0.121008,0.117732,0.119837,0.115528,-0.037272,-0.081335
2023-11-23,0.119112,0.120463,0.121708,0.121922,0.121961,0.126869,0.120463,-0.044054,-0.085025
2023-11-24,0.123895,0.126464,0.122358,0.124905,0.135919,0.127238,0.126464,-0.030091,-0.06158
2023-11-27,0.127357,0.131846,0.135484,0.128106,0.128582,0.133404,0.131846,-0.034397,-0.062698
2023-11-28,0.126626,0.125185,0.126515,0.126426,0.128329,0.130652,0.125185,-0.036071,-0.074839
2023-11-29,0.113101,0.125695,0.121585,0.120801,0.123084,0.127579,0.125695,-0.045421,-0.064501
2023-11-30,0.134877,0.134249,0.140784,0.139789,0.139024,0.142087,0.134249,-0.0499,-0.088326
2023-12-01,0.137522,0.136911,0.135911,0.136933,0.139225,0.141805,0.136911,-0.042562,-0.063
2023-12-04,0.132511,0.127563,0.128774,0.137233,0.132707,0.131737,0.127563,-0.041585,-0.073912
2023-12-05,0.138104,0.137725,0.137124,0.133882,0.139549,0.135604,0.137725,-0.036807,-0.068172
2023-12-06,0.132984,0.130845,0.130368,0.133957,0.137103,0.134852,0.130845,-0.036997,-0.083492
2023-12-07,0.144185,0.145082,0.145106,0.14178,0.144004,0.146218,0.145082,-0.033443,-0.060667
2023-12-08,0.14914,0.155831,0.150811,0.147831,0.151209,0.143141,0.155831,-0.030107,-0.08293
2023-12-11,0.135996,0.137175,0.144543,0.141781,0.141526,0.145446,0.137175,-0.038794,-0.067464
2023-12-12,0.128956,0.135733,0.138451,0.144621,0.140251,0.13866,0.135733,-0.046515,-0.080899
2023-12-13,0.159454,0.153836,0.15557,0.157681,0.156661,0.154717,0.153836,-0.03641,-0.085807
2023-12-14,0.153404,0.154827,0.150477,0.155732,0.153848,0.152949,0.154827,-0.048209,-0.066366
2023-12-15,0.162848,0.155433,0.163298,0.162429,0.160846,0.162197,0.155433,-0.033678,-0.064951
2023-12-18,0.172834,0.17382,0.171665,0.179252,0.167611,0.173969,0.17382,-0.039939,-0.079535
2023-12-19,0.172257,0.176851,0.173503,0.18145,0.180586,0.17357,0.176851,-0.031745,-0.077141
2023-12-20,0.152202,0.149501,0.151774,0.153921,0.156867,0.150906,0.149501,-0.037733,-0.085097
2023-12-21,0.160272,0.159935,0.15978,0.159952,0.157573,0.161132,0.159935,-0.048315,-0.067312
2023-12-22,0.146499,0.15244,0.148069,0.151725,0.14831,0.148908,0.15244,-0.039108,-0.076854
2023-12-25,0.166256,0.165986,0.168273,0.163822,0.167066,0.165227,0.165986,-0.034308,-0.077505
2023-12-26,0.164209,0.16359,0.164669,0.163021,0.165224,0.158077,0.16359,-0.032884,-0.08533
2023-12-27,0.155521,0.165708,0.16409,0.158369,0.165983,0.164183,0.165708,-0.030145,-0.064489
