timestamp,spot,open,high,low,close,volume
2023-03-17,473.28,466.11,474.67,464.47,473.28,99914796
2023-03-20,481.7,473.9,481.87,473.12,481.7,40966106
2023-03-21,477.42,481.83,482.56,476.56,477.42,43808511
2023-03-22,474.84,477.49,478.61,473.65,474.84,76401996
2023-03-23,470.9,475.23,475.17,470.56,470.9,59093882
2023-03-24,470.27,470.29,474.39,466.78,470.27,42767219
2023-03-27,474.56,470.79,474.89,469.94,474.56,84915291
2023-03-28,475.13,473.86,476.1,473.59,475.13,51677992
2023-03-29,483.56,474.63,484.13,474.56,483.56,72120456
2023-03-30,487.92,483.04,488.65,482.83,487.92,55185750
2023-03-31,489.52,487.75,491.36,486.07,489.52,42847132
2023-04-03,494.67,489.69,494.85,489.34,494.67,94265188
2023-04-04,495.52,494.84,496.73,493.46,495.52,64612057
2023-04-05,488.2,495.29,497.09,486.63,488.2,60602126
2023-04-06,483.6,488.06,488.8,483.0,483.6,67779884
2023-04-07,488.36,484.85,488.37,483.59,488.36,68346196
2023-04-10,490.95,487.98,491.17,488.14,490.95,71454520
2023-04-11,495.61,491.17,495.97,490.59,495.61,60369904
2023-04-12,494.4,496.29,497.36,492.65,494.4,78427774
2023-04-13,481.68,494.61,497.57,478.5,481.68,56606415
2023-04-14,480.47,482.06,481.79,480.35,480.47,70169678
2023-04-17,484.61,480.04,485.93,479.15,484.61,85036765
2023-04-18,482.51,484.74,484.81,482.32,482.51,88470770
2023-04-19,480.3,482.82,484.91,477.91,480.3,56918430
2023-04-20,476.55,480.42,481.51,475.33,476.55,62311600
2023-04-21,477.56,476.86,478.54,475.57,477.56,70775569
2023-04-24,486.24,477.2,486.63,477.18,486.24,49516059
2023-04-25,486.02,485.87,486.31,485.95,486.02,78502768
2023-04-26,483.09,485.31,486.28,482.83,483.09,63980296
2023-04-27,483.98,483.7,485.69,481.39,483.98,61212239
2023-04-28,478.96,484.33,485.41,477.53,478.96,94959447
2023-05-01,480.14,479.08,481.85,477.24,480.14,92319482
2023-05-02,478.24,480.25,481.28,477.1,478.24,38375569
2023-05-03,483.8,478.5,484.61,477.42,483.8,76443897
2023-05-04,486.04,483.11,486.32,483.51,486.04,71694832
2023-05-05,488.95,486.75,489.68,485.31,488.95,58390213
2023-05-08,486.43,488.75,489.63,485.76,486.43,85439639
2023-05-09,493.66,485.49,494.2,485.9,493.66,60342740
2023-05-10,488.4,492.93,494.42,487.64,488.4,75487950
2023-05-11,486.86,487.56,489.29,485.97,486.86,67465860
2023-05-12,486.03,487.14,488.57,484.31,486.03,69791003
2023-05-15,492.03,486.02,494.49,483.57,492.03,51463653
2023-05-16,483.76,491.77,492.74,483.05,483.76,26528834
2023-05-17,480.47,483.93,484.95,479.29,480.47,100739034
2023-05-18,479.73,481.07,481.39,478.81,479.73,57180156
2023-05-19,483.81,479.53,484.51,479.03,483.81,69711158
2023-05-22,471.94,482.69,485.07,470.67,471.94,50545423
2023-05-23,477.57,471.91,479.1,470.4,477.57,80737604
2023-05-24,480.37,477.56,481.32,476.62,480.37,75524954
2023-05-25,479.46,480.7,482.57,477.25,479.46,59735714
2023-05-26,484.01,479.01,485.79,477.68,484.01,86917683
2023-05-29,479.55,484.04,484.55,479.01,479.55,73231082
2023-05-30,480.28,478.77,481.27,478.55,480.28,31290971
2023-05-31,476.33,480.72,480.4,476.22,476.33,91963917
2023-06-01,472.74,475.85,476.7,472.37,472.74,95731334
2023-06-02,468.74,472.95,473.6,467.89,468.74,83744979
2023-06-05,471.61,468.78,473.94,466.4,471.61,56657120
2023-06-06,479.25,472.24,479.58,471.28,479.25,65180797
2023-06-07,481.06,479.22,482.76,477.54,481.06,63804056
2023-06-08,481.19,480.96,481.25,481.0,481.19,48763592
2023-06-09,475.31,480.33,481.75,474.75,475.31,63159730
2023-06-12,480.07,474.8,481.22,474.16,480.07,70169073
2023-06-13,484.95,479.92,486.57,478.45,484.95,68258467
2023-06-14,486.11,485.1,486.91,484.15,486.11,58970111
2023-06-15,481.2,485.55,488.01,479.31,481.2,33250183
2023-06-16,481.42,479.92,483.0,479.62,481.42,70939008
2023-06-19,479.88,481.26,482.57,478.73,479.88,86412279
2023-06-20,487.44,479.83,489.48,477.83,487.44,66965867
2023-06-21,490.64,487.26,491.7,486.38,490.64,57653747
2023-06-22,491.75,490.85,492.11,490.27,491.75,35945496
2023-06-23,486.17,491.41,491.85,486.07,486.17,77465477
2023-06-26,483.9,485.68,486.51,483.56,483.9,75864240
2023-06-27,475.42,483.85,484.19,475.13,475.42,64580263
2023-06-28,470.72,475.56,476.84,469.3,470.72,83674210
2023-06-29,463.25,470.52,471.46,462.5,463.25,65578716
2023-06-30,460.38,462.53,463.87,459.75,460.38,70845375
2023-07-03,466.7,460.28,469.12,457.97,466.7,45844753
2023-07-04,463.64,466.41,467.4,462.94,463.64,79811077
2023-07-05,466.03,463.49,468.48,461.19,466.03,51994921
2023-07-06,465.31,466.22,466.27,465.07,465.31,61515960
2023-07-07,467.59,465.45,470.01,462.89,467.59,73843203
2023-07-10,472.31,468.0,472.63,467.28,472.31,72361500
2023-07-11,470.57,472.49,476.81,466.08,470.57,10273807
2023-07-12,472.93,471.22,473.94,469.56,472.93,57739548
2023-07-13,475.06,472.45,475.25,472.73,475.06,63354088
2023-07-14,473.87,475.07,476.43,472.49,473.87,60758063
2023-07-17,476.8,474.39,478.24,472.43,476.8,58814946
2023-07-18,478.85,477.15,479.14,476.51,478.85,70615796
2023-07-19,480.3,479.27,480.9,478.25,480.3,87189117
2023-07-20,479.92,480.36,481.28,478.94,479.92,66961462
2023-07-21,476.86,479.92,480.75,476.03,476.86,70103149
2023-07-24,480.16,477.54,481.74,475.28,480.16,57488828
2023-07-25,475.67,480.0,480.53,475.3,475.67,74295529
2023-07-26,477.61,475.5,480.46,472.82,477.61,32296849
2023-07-27,482.5,477.37,482.78,477.33,482.5,72277416
2023-07-28,486.85,482.82,487.9,481.46,486.85,50678122
2023-07-31,487.37,486.59,488.45,485.77,487.37,73138916
2023-08-01,482.0,488.56,487.51,481.86,482.0,44340265
2023-08-02,483.87,481.93,484.45,481.43,483.87,86810752
2023-08-03,481.08,484.09,485.31,479.65,481.08,86676889
2023-08-04,476.04,480.64,483.29,473.82,476.04,68401790
2023-08-07,473.2,475.96,476.4,472.84,473.2,71488916
2023-08-08,471.35,473.51,475.4,469.15,471.35,60849498
2023-08-09,475.11,471.92,476.02,470.44,475.11,88687782
2023-08-10,481.0,475.39,481.85,474.25,481.0,72794908
2023-08-11,474.58,481.4,482.88,472.7,474.58,87310974
2023-08-14,473.5,475.12,474.7,473.39,473.5,59580943
2023-08-15,475.72,473.39,476.79,472.44,475.72,62237363
2023-08-16,475.33,475.29,478.7,472.35,475.33,61053898
2023-08-17,474.58,475.35,475.43,474.49,474.58,63668053
2023-08-18,463.02,474.59,475.41,462.19,463.02,75351566
2023-08-21,468.18,463.46,468.45,462.74,468.18,69089678
2023-08-22,468.81,467.03,471.02,465.97,468.81,43734737
2023-08-23,467.67,468.4,470.21,466.27,467.67,101861361
2023-08-24,466.09,467.62,470.3,463.46,466.09,50032220
2023-08-25,462.55,466.28,466.61,462.03,462.55,45192665
2023-08-28,465.55,462.4,467.45,460.65,465.55,70480456
2023-08-29,472.64,465.9,472.99,465.2,472.64,94006902
2023-08-30,468.04,472.02,474.25,466.42,468.04,57707088
2023-08-31,464.85,467.62,469.11,463.78,464.85,99224493
2023-09-01,462.46,463.62,465.94,461.38,462.46,44329860
2023-09-04,456.01,463.06,462.54,455.93,456.01,71164738
2023-09-05,458.94,456.26,459.89,455.06,458.94,73492816
2023-09-06,452.27,458.58,459.51,451.71,452.27,65398780
2023-09-07,461.1,453.04,462.78,450.59,461.1,57035352
2023-09-08,458.95,460.38,461.38,458.67,458.95,79509488
2023-09-11,460.59,459.3,461.57,457.97,460.59,64421926
2023-09-12,465.72,460.38,466.92,459.39,465.72,64256617
2023-09-13,469.17,466.43,470.08,464.81,469.17,86740172
2023-09-14,465.99,469.93,470.12,465.04,465.99,70455472
2023-09-15,454.83,466.01,467.24,453.58,454.83,68756694
2023-09-18,464.8,454.63,465.05,454.58,464.8,59081407
2023-09-19,468.7,464.26,469.6,463.91,468.7,50519732
2023-09-20,471.6,467.54,471.95,468.36,471.6,50053720
2023-09-21,470.15,471.29,472.68,469.07,470.15,71059310
2023-09-22,469.3,470.71,472.17,467.28,469.3,53592367
2023-09-25,461.79,469.44,470.73,460.37,461.79,41166536
2023-09-26,452.63,461.92,463.1,451.32,452.63,71179573
2023-09-27,456.17,452.27,456.51,452.29,456.17,71416945
2023-09-28,450.18,455.84,456.75,449.6,450.18,78738954
2023-09-29,453.32,451.04,453.9,449.6,453.32,71992664
2023-10-02,451.13,453.74,453.95,450.51,451.13,39001863
2023-10-03,453.17,451.7,455.24,449.06,453.17,79393857
2023-10-04,455.19,453.33,455.23,453.13,455.19,73341129
2023-10-05,462.39,455.05,466.52,451.07,462.39,62530234
2023-10-06,468.0,461.97,468.45,461.95,468.0,54921319
2023-10-09,469.93,468.29,472.15,465.78,469.93,62262502
2023-10-10,474.42,469.7,474.65,469.71,474.42,56290228
2023-10-11,476.89,474.23,477.45,473.86,476.89,98445977
2023-10-12,481.39,477.36,483.53,474.75,481.39,79567085
2023-10-13,480.77,481.48,482.81,479.35,480.77,51328345
2023-10-16,483.13,480.33,483.4,480.5,483.13,51977098
2023-10-17,482.94,482.52,486.15,479.91,482.94,81812609
2023-10-18,477.53,483.08,483.11,477.36,477.53,99886696
2023-10-19,475.26,477.48,478.15,474.65,475.26,59071337
2023-10-20,483.56,475.43,485.45,473.36,483.56,79444408
2023-10-23,485.37,482.94,485.42,483.51,485.37,44596124
2023-10-24,485.9,484.27,485.91,485.36,485.9,62138593
2023-10-25,479.89,486.12,488.05,477.73,479.89,73449696
2023-10-26,482.98,479.23,483.99,478.87,482.98,69925519
2023-10-27,482.99,482.81,484.2,481.77,482.99,48440170
2023-10-30,485.5,482.68,486.08,482.41,485.5,84877200
2023-10-31,487.03,486.47,487.06,485.46,487.03,66985197
2023-11-01,489.15,487.13,490.29,485.89,489.15,54276851
2023-11-02,484.53,489.04,491.18,482.51,484.53,62174238
2023-11-03,487.28,484.83,488.69,483.12,487.28,73330403
2023-11-06,484.08,487.65,488.1,483.26,484.08,39689784
2023-11-07,483.37,484.03,484.3,483.15,483.37,85457754
2023-11-08,480.76,482.62,483.77,480.36,480.76,54134862
2023-11-09,476.01,481.13,481.53,475.23,476.01,77136819
2023-11-10,476.57,475.56,477.71,474.86,476.57,55477802
2023-11-13,478.76,476.46,478.79,476.55,478.76,70122630
2023-11-14,474.87,477.7,479.74,473.89,474.87,70185898
2023-11-15,476.58,474.1,476.68,474.76,476.58,29834850
2023-11-16,475.41,476.5,477.76,474.23,475.41,54056342
2023-11-17,476.41,474.9,477.74,474.08,476.41,64175977
2023-11-20,472.17,476.65,477.66,470.92,472.17,67928945
2023-11-21,473.12,472.2,473.16,472.13,473.12,54828927
2023-11-22,467.21,473.39,473.9,466.44,467.21,65698362
2023-11-23,467.99,467.96,470.5,464.7,467.99,70625932
2023-11-24,464.95,468.12,468.01,464.93,464.95,81267727
2023-11-27,465.07,465.18,466.72,463.3,465.07,28788382
2023-11-28,465.36,464.99,466.67,463.76,465.36,54587921
2023-11-29,467.37,464.63,467.62,465.11,467.37,70827113
2023-11-30,467.97,467.32,469.3,466.04,467.97,91974315
2023-12-01,468.96,467.65,469.3,467.64,468.96,63660193
2023-12-04,470.81,469.42,472.7,467.07,470.81,70467875
2023-12-05,464.89,471.39,471.46,464.25,464.89,55407449
2023-12-06,465.95,464.65,466.98,463.87,465.95,41412076
2023-12-07,460.75,467.06,466.55,460.16,460.75,38934281
2023-12-08,458.7,460.86,463.78,455.67,458.7,93543611
2023-12-11,463.0,457.65,463.72,457.98,463.0,74614860
2023-12-12,463.59,463.28,464.23,462.37,463.59,44924263
2023-12-13,460.7,463.64,465.12,459.17,460.7,50892046
2023-12-14,460.94,460.6,460.99,460.66,460.94,43370318
2023-12-15,454.64,461.0,462.1,453.48,454.64,59170502
2023-12-18,448.19,454.38,455.8,447.03,448.19,69707285
2023-12-19,444.44,447.94,449.17,443.46,444.44,81487873
2023-12-20,454.29,443.92,454.38,444.35,454.29,53335911
2023-12-21,449.62,454.67,455.95,447.97,449.62,51233696
2023-12-22,450.01,450.13,452.17,447.46,450.01,69453738
2023-12-25,444.84,450.05,451.15,443.7,444.84,28454365
2023-12-26,450.58,444.97,452.79,442.62,450.58,80232728
2023-12-27,451.91,450.43,454.47,448.02,451.91,60090418
2023-12-28,449.92,451.78,452.54,449.29,449.92,58855266
2023-12-29,452.18,450.35,452.24,449.86,452.18,35707767
2024-01-01,452.23,452.48,452.87,451.54,452.23,78989582
2024-01-02,441.52,452.52,454.12,439.63,441.52,51805363
2024-01-03,448.79,441.85,449.1,441.21,448.79,65861151
2024-01-04,451.51,448.67,451.81,448.49,451.51,87174184
2024-01-05,451.64,450.92,453.78,449.37,451.64,34434072
2024-01-08,449.8,451.74,452.59,448.85,449.8,60509931
2024-01-09,446.4,449.98,451.38,444.82,446.4,44045569
2024-01-10,453.49,446.47,453.92,445.97,453.49,61864516
2024-01-11,454.77,453.21,455.64,452.63,454.77,47084517
2024-01-12,458.77,454.04,461.06,452.48,458.77,75872820
2024-01-15,459.35,458.28,459.75,458.37,459.35,67994525
2024-01-16,464.19,458.36,465.76,457.77,464.19,61003796
2024-01-17,466.31,463.93,467.76,462.73,466.31,81069568
2024-01-18,468.98,466.38,469.02,466.27,468.98,57952452
2024-01-19,471.21,469.53,474.9,465.29,471.21,19285511
2024-01-22,470.03,471.7,472.53,468.71,470.03,36177432
2024-01-23,465.21,470.43,471.29,463.94,465.21,75986417
2024-01-24,461.41,465.95,467.03,459.58,461.41,64500578
2024-01-25,457.98,460.84,461.53,457.86,457.98,32294506
2024-01-26,454.81,458.9,459.11,453.68,454.81,65846173
2024-01-29,451.97,455.23,456.19,450.6,451.97,46959551
2024-01-30,452.76,451.87,453.11,451.62,452.76,53984183
2024-01-31,452.46,452.65,453.77,451.44,452.46,60399540
2024-02-01,446.35,452.56,455.09,443.71,446.35,88626242
2024-02-02,443.8,446.0,446.71,443.44,443.8,60651865
2024-02-05,440.21,444.04,444.33,439.67,440.21,68474906
2024-02-06,442.05,439.97,442.18,440.08,442.05,98212289
2024-02-07,444.09,442.55,445.99,440.15,444.09,63587081
2024-02-08,446.78,444.38,449.0,441.87,446.78,64847058
2024-02-09,446.74,446.99,447.49,446.03,446.74,65220202
2024-02-12,446.56,447.0,448.44,444.86,446.56,25971675
2024-02-13,451.26,446.38,451.95,445.86,451.26,66706222
2024-02-14,454.52,451.67,454.8,450.98,454.52,74900562
2024-02-15,450.09,454.75,455.17,449.43,450.09,66533849
2024-02-16,445.65,450.25,453.27,442.46,445.65,73746622
2024-02-19,443.56,446.41,447.21,442.0,443.56,69092937
2024-02-20,442.99,443.8,443.6,442.95,442.99,62059935
2024-02-21,434.98,442.42,443.06,434.91,434.98,64482877
2024-02-22,431.15,434.48,435.48,430.65,431.15,67376720
2024-02-23,430.82,431.35,431.94,430.03,430.82,67926559
2024-02-26,434.24,431.2,435.2,429.86,434.24,52932100
2024-02-27,435.28,434.58,436.08,433.44,435.28,60804847
2024-02-28,431.4,435.45,435.52,431.15,431.4,72445145
2024-02-29,433.26,431.44,433.33,431.33,433.26,68226472
2024-03-01,433.5,433.25,433.57,433.19,433.5,67897723
2024-03-04,435.13,434.51,435.23,433.39,435.13,59329410
2024-03-05,433.87,435.26,436.09,432.91,433.87,83886722
2024-03-06,443.14,433.57,443.87,433.15,443.14,50859801
2024-03-07,443.66,442.77,444.41,442.39,443.66,48866415
2024-03-08,444.83,443.33,445.48,443.01,444.83,57176920
2024-03-11,446.98,446.08,448.2,443.61,446.98,39361608
2024-03-12,444.31,446.44,447.28,444.01,444.31,70025635
2024-03-13,446.07,445.25,446.43,443.94,446.07,68516466
2024-03-14,439.87,445.86,446.2,439.73,439.87,95163891
2024-03-15,436.62,439.94,439.91,436.58,436.62,37155326
2024-03-18,435.96,436.54,437.18,435.4,435.96,66362000
2024-03-19,435.02,436.22,436.41,434.57,435.02,58486993
2024-03-20,439.73,435.03,440.65,434.1,439.73,65169165
2024-03-21,434.06,439.77,440.63,433.16,434.06,53089346
2024-03-22,434.73,434.18,437.31,431.48,434.73,72276226
2024-03-25,440.34,434.71,441.43,433.64,440.34,63647113
2024-03-26,444.31,440.76,445.62,439.03,444.31,72384453
2024-03-27,441.93,443.85,445.47,440.76,441.93,63732201
2024-03-28,445.01,442.03,445.3,441.64,445.01,81268795
2024-03-29,442.66,445.23,445.19,442.48,442.66,76840498
2024-04-01,436.57,442.18,443.08,436.15,436.57,74469120
2024-04-02,425.61,436.33,438.64,423.54,425.61,35237851
2024-04-03,429.5,425.76,429.97,425.14,429.5,75462324
2024-04-04,423.57,430.01,430.81,422.26,423.57,58600925
2024-04-05,431.82,423.44,432.3,423.09,431.82,57646667
2024-04-08,430.44,432.66,432.32,429.95,430.44,65200637
2024-04-09,433.25,430.47,434.6,429.1,433.25,72441810
2024-04-10,434.82,433.44,435.11,432.96,434.82,83866684
2024-04-11,425.06,435.46,437.6,422.28,425.06,67542108
2024-04-12,418.36,424.85,425.1,418.31,418.36,66269919
2024-04-15,422.97,418.28,424.88,416.45,422.97,34178580
2024-04-16,418.71,423.61,423.91,417.78,418.71,76241855
2024-04-17,418.62,417.8,420.31,417.02,418.62,67251216
2024-04-18,425.82,418.47,427.17,417.27,425.82,72205014
2024-04-19,430.75,426.16,431.89,424.68,430.75,48490081
2024-04-22,437.24,430.97,440.17,427.83,437.24,54514672
2024-04-23,436.16,437.02,439.2,434.2,436.16,75260568
2024-04-24,439.16,435.31,439.21,436.1,439.16,75589546
2024-04-25,435.41,439.08,439.73,434.84,435.41,55336876
2024-04-26,439.6,435.04,440.48,434.54,439.6,40287555
2024-04-29,429.04,440.3,440.83,427.81,429.04,39458320
2024-04-30,434.64,429.3,435.41,428.27,434.64,30093503
2024-05-01,440.54,435.13,440.66,434.53,440.54,96603270
2024-05-02,446.35,440.09,447.31,439.58,446.35,66537085
2024-05-03,443.1,446.29,447.37,442.08,443.1,66051697
2024-05-06,445.73,442.93,448.41,440.42,445.73,58128772
2024-05-07,443.95,445.36,446.3,443.39,443.95,58841990
2024-05-08,442.08,443.39,445.83,440.2,442.08,45302484
2024-05-09,439.88,442.66,442.51,439.45,439.88,74929213
2024-05-10,438.49,439.48,440.48,437.9,438.49,65547211
2024-05-13,441.05,438.11,442.8,436.74,441.05,68261606
2024-05-14,440.76,441.65,441.89,439.92,440.76,64966246
2024-05-15,443.18,441.73,444.18,439.76,443.18,63168741
2024-05-16,446.93,443.63,447.16,442.96,446.93,72266801
2024-05-17,451.31,446.8,452.07,446.18,451.31,55978087
2024-05-20,453.61,451.31,454.09,450.83,453.61,86539910
2024-05-21,453.03,452.79,453.81,452.83,453.03,93395733
2024-05-22,451.84,453.55,453.59,451.29,451.84,73132929
2024-05-23,451.29,451.11,452.8,450.34,451.29,74216601
2024-05-24,452.83,451.27,453.67,450.45,452.83,57693296
2024-05-27,446.05,452.78,454.84,444.05,446.05,58495587
2024-05-28,444.78,446.69,446.96,443.87,444.78,87351865
2024-05-29,449.78,444.36,451.04,443.52,449.78,68020172
2024-05-30,451.79,450.45,452.57,449.0,451.79,67743720
2024-05-31,448.56,452.41,453.33,447.01,448.56,50133405
2024-06-03,450.03,448.6,451.25,447.34,450.03,86152429
2024-06-04,446.26,450.36,450.69,445.61,446.26,40877212
2024-06-05,447.54,446.02,448.84,444.96,447.54,86169754
2024-06-06,452.12,447.46,453.25,446.42,452.12,77407591
2024-06-07,455.16,451.28,455.58,451.7,455.16,54815310
2024-06-10,452.13,454.85,455.99,451.3,452.13,88060363
2024-06-11,451.55,451.76,454.03,449.65,451.55,64363492
2024-06-12,451.39,452.09,453.03,449.91,451.39,60061859
2024-06-13,448.81,450.95,451.51,448.69,448.81,50647449
2024-06-14,455.7,449.88,456.06,448.45,455.7,49139198
2024-06-17,452.2,455.82,456.46,451.44,452.2,50741956
2024-06-18,447.9,451.56,452.66,447.44,447.9,58661585
2024-06-19,446.79,448.21,448.76,445.93,446.79,86539671
2024-06-20,445.79,447.02,448.9,443.68,445.79,38398781
2024-06-21,444.83,445.13,446.77,443.85,444.83,67117535
2024-06-24,450.18,444.37,451.74,443.26,450.18,64050202
2024-06-25,454.14,450.35,454.32,450.0,454.14,52070264
2024-06-26,457.72,454.06,457.98,453.88,457.72,71004648
2024-06-27,457.33,457.69,458.62,456.43,457.33,47896897
2024-06-28,457.9,456.83,459.22,456.0,457.9,67635506
2024-07-01,458.72,457.48,459.18,457.44,458.72,62456739
2024-07-02,454.03,458.51,460.85,451.91,454.03,64615414
2024-07-03,453.04,453.64,455.94,451.13,453.04,74713611
2024-07-04,457.83,452.83,459.27,451.6,457.83,62498363
2024-07-05,456.18,458.32,457.98,456.03,456.18,47036175
2024-07-08,459.59,455.44,460.51,455.26,459.59,56997207
2024-07-09,456.75,459.97,461.82,454.52,456.75,76548439
2024-07-10,455.8,457.95,457.29,455.25,455.8,73338680
2024-07-11,451.15,456.03,456.73,450.22,451.15,80989664
2024-07-12,451.28,450.95,452.09,450.35,451.28,87193855
2024-07-15,448.81,451.54,452.29,447.81,448.81,61137182
2024-07-16,447.55,448.37,450.16,446.2,447.55,52167103
2024-07-17,437.14,447.27,449.83,434.86,437.14,59533573
2024-07-18,437.25,437.49,439.57,434.82,437.25,76293082
2024-07-19,438.93,437.26,440.59,435.59,438.93,63256000
2024-07-22,428.95,439.36,440.6,427.27,428.95,79557469
2024-07-23,428.35,429.46,429.37,427.93,428.35,66130993
2024-07-24,431.95,427.9,433.16,427.14,431.95,56484167
2024-07-25,437.82,432.54,440.35,429.41,437.82,68650983
2024-07-26,437.51,437.43,438.43,436.9,437.51,42970408
2024-07-29,453.72,437.73,455.67,435.55,453.72,87939702
2024-07-30,443.61,452.86,455.52,441.81,443.61,66754703
2024-07-31,440.79,443.75,444.25,440.15,440.79,78406981
2024-08-01,440.85,440.85,441.68,439.96,440.85,59042085
2024-08-02,443.16,440.56,444.22,439.79,443.16,46844019
2024-08-05,438.39,442.54,444.11,437.44,438.39,80318334
2024-08-06,438.69,437.86,438.72,438.35,438.69,73158155
2024-08-07,438.75,439.54,439.32,438.12,438.75,88638804
2024-08-08,443.43,438.19,443.77,438.41,443.43,55333163
2024-08-09,447.51,443.29,449.53,441.41,447.51,53808252
2024-08-12,452.56,446.72,456.4,443.67,452.56,86324404
2024-08-13,460.36,452.42,460.4,452.52,460.36,63018481
2024-08-14,462.48,459.83,464.17,458.68,462.48,76322928
2024-08-15,451.95,462.54,463.29,451.15,451.95,67765500
2024-08-16,451.89,451.96,453.05,450.79,451.89,41000759
2024-08-19,461.4,451.87,462.81,450.48,461.4,64538842
2024-08-20,462.91,461.12,463.08,461.23,462.91,99494961
2024-08-21,462.1,462.7,464.73,460.28,462.1,68158020
2024-08-22,468.38,462.07,470.55,459.93,468.38,100853340
2024-08-23,462.25,468.22,469.65,460.98,462.25,83735340
2024-08-26,454.13,461.34,462.99,453.39,454.13,80904908
2024-08-27,465.45,454.19,466.05,453.54,465.45,79808710
2024-08-28,470.53,464.88,473.41,462.57,470.53,87518537
2024-08-29,469.8,469.89,471.58,468.74,469.8,52385762
2024-08-30,472.42,470.31,472.89,469.33,472.42,72302278
2024-09-02,468.68,472.37,474.16,466.95,468.68,51652940
2024-09-03,467.0,469.1,469.43,466.26,467.0,86353392
2024-09-04,462.69,466.47,467.67,462.03,462.69,58374623
2024-09-05,461.15,463.84,463.0,460.85,461.15,67557622
2024-09-06,462.56,460.76,465.77,457.94,462.56,77885690
2024-09-09,466.72,462.55,468.07,461.2,466.72,39119686
2024-09-10,464.38,466.47,467.07,464.03,464.38,57937675
2024-09-11,459.63,464.96,465.94,458.07,459.63,55024074
2024-09-12,468.38,459.33,470.26,457.76,468.38,95198696
2024-09-13,465.84,468.35,469.98,464.24,465.84,65669874
2024-09-16,459.35,466.4,466.2,458.99,459.35,89239736
2024-09-17,463.02,458.98,463.24,459.14,463.02,46268860
2024-09-18,466.4,463.28,466.75,462.67,466.4,64359753
2024-09-19,468.3,466.43,469.28,465.42,468.3,55645962
2024-09-20,474.59,469.22,475.38,467.51,474.59,62161314
2024-09-23,475.91,474.99,476.45,474.06,475.91,63291254
